text_id,thread_text
865,This band is from Hobart Tasmania and they have just exploded onto the music scene check them out!!!! Depths
789,http://tonerite.com/guitar/vmchk i am skeptic..
2264,"Hi guys!! I did this album this summer in Madrid for a Spanish band called Dawn Of The Maya. It's some sort of screamo/hardcore/metalcore thing. Some of you may like it as it's not for everybody, especially in this board . In this page you can listen to 2 songs (sorry, MySpace quality...) www.myspace.com/dawnofthemaya Here are two studio reports (sorry, in Spanish): [ame]http://www.youtube.com/watch?v=_iMMj_a699o&hd=1[/ame] [ame]http://www.youtube.com/watch?v=NnBnbsr_Fzc&hd=1[/ame] Anyways, I think this is the best production I've made up to date. Here's a link to purchase the album if you like it: http://www.fragmentrecords.org/tien...cts_id=1291&osCsid=5s1lb83u1qvrbueldifok2sp05 9 via PayPal (info@fragmentrecords.com) shipping included Anyways, I hope you like it Cheers!!"
174,"Hey guys, I've got a fun little project for you all! I'm currently in the MIXING process of a very diverse album, and I would like to honor you all with the opportunity to collaborate get your opinions heard on this album! The cool part about this album, is due to the diversity, I refuse to have a STATIC sounding record. Most albums I hear these days, have songs that sound completely identical to each other. I want to give these songs some creative room to breathe! This is where you come in, after I post a song, don't hold back, give me all it is that you would like changed about the song and I will go right ahead and give your idea a shot in the mix. After a few ideas have changed the sound of the mix, I'll post an updated version and we can continue from there. I will be posting a new song from the album as soon as we call the song we're currently working on finished. I will give UltimateMetal as a community credit on the release. There are a total of 8 songs on this record. We will go in order, first track to last. Lets start with one right now, shall we?! This first track is completely untouched when it comes to EQ. There's a bit of compression and delay, but that's about it. DropBox Whatcha thinkin'?"
2376,"So my band is working on our new record with Matt Hyde right now and I thought that I would try and learn some stuff and share it with you guys. I'm sure I won't be learning anything super top secret, but it's pretty cool to get to see the techniques that bigger names use compared to what I do when producing/engineering smaller bands. Thus far he has been extremely hands on. When working on harmonies and chord voicing he is grabbing guitars off the rack and experimenting side by side with us. He's been sliding parts around like crazy and really helping us make our songs what will hopefully be hits. Thus far what I've learned is that he mixes almost completely in the box and then sums his channels through a Chandler Limited Mini Rack Mixer. When tracking and mixing we've been monitoring through that chain. It's weird to hear the preproduction sessions that we did at my small studio run through his Apogee's to the Chandler, you can really hear the difference and the finished vibe to it. If only I had 6 grand to blow. Another thing that I felt was pretty interesting was that when discussing drum mic'ing he said he always starts with the overhead mic that will be closest to the floor tom. After that sounds good he goes to the floor tom mic, get's them in phase and then moves on to the rest of the kit. We haven't started drums but I thought this was an odd place to start. I guess I'll see this weekend where he goes from there. If you are unfamiliar with him, he did Hatebreed - Perseverance, Slayer - God Hates Us All, a bunch of stuff for Monster Magnet and Strung Out. From the looks of it his biggest record was Tragic Kingdom by No Doubt which he has a plaque that says 14 million records sold... fucking ridiculous. Recently he just produced/engineered/mixed the new Children of Bodom record as well as Terror's newest Keepers of the Faith. I guess what I'll do is try and keep updating this as we get going deeper into the record. I'm very stoked because we've never recorded with someone who has done so much. I'm excited to learn a shit load and hopefully produce our best record to date."
1055,"Hey, i am starting a project with a a band, its some kind of power metal, nightwish style. but i really find it hard to find a good guitar tone. the guitars in this style are quite in the back, and with lot of reverb. any tone i get (checked this forum for many samples) just get lost in the mix. it doesnt have enough mid grit and treble grit. i wondered if anyone has a raw guitar track in this style (Edguy, Nightwish, Within Temptetaion, what ever), so i can get some good refernce of this sound. Thanks!"
615,"If I'm annoying anyone with Blackbird threads just let me know! Was in studio H for the first time this past week. Had a budget restraint and had to go cheap. It's pretty much a whole small house to ourselves with a living room, kitchen and dining room, bathroom, control room, and tracking room. Pretty nice and relaxed. Secluded from the rest of the complex too which the band liked. This was a guitar and vocal session... Guitar-Mesa OS--SM57, RCA BK-5, R121--Chandler TG2 and Neve 1073--Distressor(1db comp)--API 1608 summed to 1 input to protools. Vocals were AT 4050--La610--LA2A--PT I'll have more pictures soon but here's a taste."
83,"Hey dudes... So as many of you already know, this album will finally be seeing the light of day, April 24th via Century Media, and April 23rd in Europe via Basick Records. It's been a very long time coming and I can't wait! There was recently some discussion about starting a thread where people can ask me production questions, and I said I would start it up, so let's consider this the one. For right now, I'm also starting this thread because we premiered a new song from the album today! Really excited for people to hear it, give it a listen if you'd like: http://www.metalsucks.net/2012/02/23/exclusive-premiere-7-horns-7-eyes-divine-amnesty/"
2839,http://www.metalsucks.net/2010/06/03/weighing-in-on-portal/#more-37398 Enjoy...
561,"I'm trying to help Ola Strandberg of Strandberg Guitarworks. He needs a smaller good sounding amp to have available at his booth at Namm. If you live in the area or close enough to spend a couple of days at Namm, he can hook you up with a pass in return. PM me if you're interested! Thanks!"
1219,Here is a video to the cover i didnt of the song.let me know what you think.If you want a better quality version of it there is a sound clouds link back in the rate my mix section [ame]http://www.youtube.com/watch?v=OWn-qVKed6w&feature=channel_video_title[/ame]
3730,"Yes, its true. They are currently being ""investigated for illegal importation of Madagascar wood"". http://www.nashvillepost.com/news/2009/11/17/gibson_guitars_raided_by_fbi"
1083,"Well...breaking as in firing all the members via email and wanting to continue solo under the band's name. I'm pretty disappointed to hear this is happening, when band members go to court against each other it seriously bothers me! (Though I know nothing about the story behind it all so I won't be quick to judge on anyone here) So it kinda sucks, they're one of my favorite bands and though Benjamin's planning on continuing solo whilst using the Breaking Benjamin name it's a wee bit disappointing. Hadi"
3923,So me and a friend went to Guitar Center in Nashville just to look around and guess who was there! MICHAEL WAGENER! I am a HUGE fan of him. I got a big poster signed to me from him and I won Steinberg Grand 3! SICK night! Bad camera pics!
4439,"Hey guys, I asked something like this a while back but got no responses. Basically, I need to know, is there a way to get punch-ins using Nuendo and Cubase 3 to behave in the same way as 'Quick Punch' in ProTools, where you can drag the audio back before the punch in and after the punch out in case you missed your mark? It's something that's really been killing me as I've been tracking guitars at home. Cheers."
335,"I'm getting in in two days and due to a scheduling error have 5 days either side of recording at the machine shop free and also in need of accommodation. Where is decent and cheap to stay, and not too far out of the action? Also, anyone wanna hang and show us around. Any good guitar shops? Just 5 pimps. No hoes."
1574,"So I might be able to finally go for the first time to the Messe in Frankfurt. Who's going? And what are you expecting from it? P.S. If anyone is there on friday 8th, we might catch up for a beer."
1491,"Andy Sneap will be STREAMING LIVE TODAY around 5:15pm (Pacific) / 8:15pm (Eastern) on http://www.nuclearblast.de/streamingroom - Spread the word and tune in! If you have questions, post them in the comments section below: http://media.nuclearblast.de/bands/nuclearblaststreamingroom/"
2670,"Hey guys, just letting you know that my band's EP is available online for 1. We recorded it last year at NS Productions in Aberdeen and it was Mastered by Lasse. It's modern rock with catchy melodies. A bit different than what most people around here are into, but I'm sure it'll appeal to some. You can preview the tracks for free, so if it really isn't worth paying for, then you can at least check out the tracks? http://astronot.bandcamp.com Thanks Jamie"
560,I have a band coming in the studio in a few weeks and theyre having a pretty big name engineer mix it. I feel like I should contact him to ask him if he wants anything specific and to let him know a little bit of how ill be tracking. I don't want to be a pain in the ass but I would like to make sure I get him everything that he would need. So for the guys who normally do tracking only do you typically contact the person mixing yourself and guys who mix only do you like when the tracking engineer contact you let you know a little bit about the gear that you used and ask you what you would like?
3267,"in an apartment? I've been doing a lot of research, and since I am in a fairly large room it appears that the biggest problem area for my room may indeed by the first reflection point located on my ceiling. I live in an apartment, and I don't want to ruin the place, and I REALLY don't want anything falling out at an inopportune (ie any) time. Any ideas?"
2350,hello guys i'm interested to buy the digi 003 rack factory and i just wanted to know your opinion if you like this model or not cheers /Leon
3810,"so i've been editing midi drums written in guitar pro in cubase for years now with zero issues. but i have this new track that i follow the same exact steps, and the tempos do not match those programmed in guitar pro. the exported midi plays fine in winamp even. any ideas? all i'm doing is exporting midi in guitar pro, and importing the midi file into cubase. tempos are defined in the guitar pro file as they always have been. some sections play back at the right tempo, while others do not."
4695,"hi! yesterday i've seen the black dahlia murder live in hannover/germany. i recognized that they used AT AE 2500 on the guitars. which afaik is a dual capsule bass drum mic. one dynamic and one condenser capsule 100% phase correct. anyone of you tried this mic on guitars live/studio before? how did that worked out? for TBDM it worked great. btw, rest of the guitar gear was peavey 6505, tubescreamer and mesa cab. they were pretty quiet on stage."
3189,"I""m serious(and joking). I just did an album that's being picked up by Perry Music Group here in Nashville for release. I thought it was my greatest work, killer drums. Had it's faults like all mixes, I realized it but didn't know how to fix it. A month later, I pull the tracks up and remix a song.....sounds better in an hour than the original. Well fudge me I used outboard comps this time.....BIG difference, plus new techniques. Who hates that as soon as you start something new, it sounds 20X better than one you did a month ago?"
3089,"So, the town I'm in doesn't have an commercial recording studio, well at least until now. There has been adds popping up in the news papers and on local radio stations. I decided to check it out. I thought I would find some cool guys to talk about gear with. I arrive at warehouse / garage unit and was greeted by a middle age guy ""cooperate type / aka a tool"" . I enter the ""control room"" I shit you not, his studio only consists of a macbook and a firepod hooked up to a 60"" LG monitor. I really didn't know what to say. So I ask him about what gear and amps he has, he says ""Its all in here."" pointing at his macbook. Being polite and just probing for what this guy knows I ask him about if he has his eye on any outboard gear. He says ""Whats outboard gear? I dont understand what that is."" WTF...!!! This was going downhill fast. I ask him about his background if he plays music and he said he isn't a musician he just a computer guy that knows how to manipulate programs. So I asked him to show me his portfolio. He hands me a cd and says that this is a band that he payed to have a cd made at another facility before his opened, and is handing this out for promotion for his studio. When I was asking all of these questions to him he was starting to get irate. At this point I was wishing for Tad!!! He also said ""Yea Protools is a horrid user interface and that he had Cubase that came with his firepod but it isn't as intuitive or flexible as Garageband. Obviously this guy is fraudulent and this business wont hold up. This is a perfect case of why you can buy a computer and go to guitar center and by an interface. This does not constitute you being a studio. I am so floored. I fill sick now and need to puke. FFFFFFFFFFFFFUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU"
748,http://blogkicker.tumblr.com/post/12325845181/november-22 YES
2920,"I. Introduction Hey guys, I'm happy to say that for the second time an album I've recorded and mixes has been mastered by the very talented and friendly mastering engineer Nathan James from The Vault Mastering Studios, New York. Some of you may remember the previous thread and since it got so much attention and great replies I decided to make this follow thread which I am hoping will be of benefit to both beginners and advanced mixing or mastering engineers. I shall start by providing samples of the material before and after mastering, as well as the maximized sample I sent to Nathan for Reference. I will then briefly share my opinion regarding the differences that can be heard. I'll ask a couple of questions related to those differences and the way they are achieved and Nathan will shed some light on the whole process as well as answer any, or at least some of the questions you'll add. I will edit this post whenever there's a new contribution. II. Clips Mix Sample mp3 | wav Reference Sample mp3 | wav Mastered Sample mp3 | wav My thoughts: On first listen I immediately noticed how much more alive and punchy the whole mix and especially the drums sound. It also felt as if it were more 3D as opposed to the relative flatness and stillness of the reference sample. Another important difference is that the vocals sound real and not like a recording. The low end in the mastered version is so much better in so many ways, too. The kick sounds quite powerful without being too intrusive and the bass is pretty solid. The brittle high-end of the reference sample gives way to one that's a lot smoother in the mastered sample. Overall, I'd say this is all that can be expected from an excellent master and any noticeable improvement would have to come from the previous stages (tracking, mixing, etc.) III. Info Photo of The Vault Mastering Studio IV. Q&A Q:I know with the right dynamics and eq you can make a mix sound punchy but how can you add this sense of extra depth and 3D sound? Usually you can't bring forward something that's not there so I assume these features of the recording exist but are somehow subdued. What parameters do you deal with to achieve this? A:I get asked this question often and my answer usually starts with the often-cliched ""Do no harm"" response. It's not news by any means, but every link in the chain has the potential to diminish that sense of spaciousness and detail that already exists in a mix. From a mastering perspective, that (along with having a monitoring setup that accurately reproduces those details and your adjustments) has to be the starting point. For well-mixed loud heavy guitar and drum based material, I'm almost always running my analog chain through a custom tube line amp stage which feeds my console. It sounds really great and can definitely give a mix breadth and smooth out some of the edges depending on how hard it's driven. This was a piece I had modified by Dave Smith over at Sony right before he passed away. There's a lot of love in that box so I suppose that would classify as a bit of a secret. That coupled with a little presence from the Avalon 2077 and some low sculpting from the Sontec....it just works for me. Q:I mentioned the punchy drums - did you use clipping or have you achieved this by carefully choosing compression settings? Is there some secret or is it a result of experimenting? Any tips? I'm very careful to avoid having any one piece do heavy lifting for any aspect of the process. So instead of leaning on one compressor for dynamic control, I might use 2 or more together (one to pass through for some color, another for added impact, perhaps another to bring a little more gel to the mix). I eq in the same manner....it's rare for me to apply more than 2.0 dB or so to any particular band on an eq. I'll usually divvy up those tasks if something needs a lot of work. My Prism AD-2 also has to keep things in check coming back in to digital land. Depending on the material, and the goals of the client, I might push into it a little bit as well, especially if there are heavy drum tracks involved. Generally speaking though, I'm not a fan of clipping. So when I can get away with it I'll avoid it. My Sequoia session template also loads up several bypassed peak limiting choices for me so it's very easy to sync them up and audition them to see which one (or combination) suits the end goal of the tune. Q: I notice the vocals in your masters always sound spot on (or at least as good as the recording allows). Do you just follow your gut, tweaking till it sounds right? Doesn't your frequency perception get skewed at some point and if yes how do you counter this? Thanks! I've been an instrumentalist for the bulk of my life so that's a nice compliment. Vocals are tricky for everyone involved. It really just comes down to listening and trusting my monitors and my ears. I know that's a non-specific answer but there really is no one way to go after them. Hopefully the vocals come in sounding well-balanced with the instrumentals, in which case it's merely a matter of preserving what the mix engineer laid out and making the critical decision of whether an improvement can and should be made. In the absence of that, sometimes more is needed to strike the right balance. It's usually just a little bit of EQ to make things sit right but there are also occasions when a good M/S eq and a good M/S compressor can help in a way that they can't in the stereo domain. Both of my analog compressors are hooked up to run in M/S if needed. My M/S eq work is always surgical, and for that the Weiss EQ1-MKII is my go to. As far as keeping things fresh, I take a break after every 3 or 4 songs and these days I generally don't do any eq work past 8:00PM. That keeps my brain and my ears fresh and ready for the next session in the morning. =) There's probably a bit too much coffee and too little sunlight thrown in there but whaddayagonnado? Q. Regarding your EQ usage, how do you divide the tasks and do you use two or more instances or units of the same EQ or is it crucial that they are different in character? The main factor for me is that when I EQ, I have to have confidence that any adjustments I make are enhancing the listening experience. However that's attained entirely depends on the material and how a project is sitting in my room. It's nice to have a few different EQ flavors to choose from but it's not necessary to make a good sounding master. One nice sounding EQ and one complimenting compressor can go a long way. Q. If the mix you've received is far from ideal and aspects of it call for some serious intervention, how do you make the tough decision what to change and what's better left unchanged? Especially since in such mixes fixing one thing ruins another. Example: The overheads are too bright but the vocals are almost dull, you try an M/S EQ but every time the hi-hat is played there's way too much bleed on the snare track. Lots and lots of automation? My first concern in the case of something being far from ideal would be to communicate my findings with the mixing engineer and make sure that he/she and I are on the same page. If the changes required are better suited to be adjusted at the mix stage (and the mixing engineer is available and open to that idea) then I can avoid having to make those compromises which will ultimately lead to a better end product. Also, the last thing you want to do is upset an artistic decision that was made by the producer/engineer/artist during mixing. This is why communication during the mastering process is so important.... In those cases where a mix recall is impossible and the engineer's response is ""Do what you can"", things can get quite surgical. I don't use a lot of automation in the traditional sense. I'm more inclined to work in sections and edit segments together. I might make those changes on the analog side and splice together, or split up the file into segments in Sequoia and make the changes I need there. Totally depends on what the best tool is for the job. There will always be compromises when making even moderate changes to a stereo mix. One helpful thing that many of my clients will do is book an hour or so for me to listen through their mixes when they think they are 90-95% complete. If I can spot a problem area and an adjustment can be made to the mix before the actual mastering session begins, then the end result will always benefit from that. Q. Do you usually use any kind of stereo widener/stereo enhancer? Most of the width of a mix will come during the actual mix itself. Mastering may increase the perception of width, and yes some MEs do use stereo enhancers. You have to be very careful with this type of processing though as it can introduce a mess of problems (phase, mix imbalances, etc.). I usually don't recommend it unless you have absolute faith that your monitoring environment was nailing the reproduction of the stereo image, and even then....subtle subtle, especially if vinyl is going to be involved at some point."
4632,"Yeah... massive emo thread coming up! I have played drums for like 8 years now with the first few years being very chilled and laid back so it wasn't exactly rewarding, and the last 1,5 years have been pretty much the same. Somewhere in the middle there, I used to practise a lot and I had dreams of becoming some extreme death metal drummer... well fuck all that, those days are over now. Now I'm all about writing some good tunes and shit yo, right? But the fact remains: I SUCK at double kick drumming. Here is the deal: My right foot sucks more than my left foot for controlled/sustained battering of the kicks. It feels like I have zero control in my right foot when I want to play kick patterns that contain more than 2-3 subsequent notes on the right foot. This problem begins at around 170 BPM, so if I try to play 16th notes at 170 on my kicks, my right foot stutters and just completely locks up. I think it is psychological... I'm somehow blocking my muscles from performing, but it has been that way for yeeeears and I can't get rid of it. Do you know what I'm talking about? Got anything useful to tell me? I'm going nuts here... I'm not improving the slightest, and I can't even play my own songs and here I am trying to record my next project... what the FUCK. Cheers."
4727,"I am currently using Mackie HR624's for monitoring / mixing. I really like the way they sound, and my mixes are starting to translate relatively well to other audio systems. My question is - do you guys think it would make a big difference if I picked up a subwoofer and started mixing / monitoring on a 2.1 system? Let me know what you think, or what you are currently set up for in terms of your own studio monitoring. Thanks, Bobby"
994,"Hey, first time poster here... Had been looking around the forum for quite some time decided it was time to join! **Edit: Oops, think I might have posted this in the wrong sub-forum... sorry. Probably should have been under Production tips...*** Advance apology for the long post... sorry, I just want to be as detailed in my description as possible... Anyway, I'm mixing drums for my good friend's band and I'm having some issues. The sound they are aiming for is similar to The Red Chord, Carnifex, etc - modern death/progressive metal. I'm recording in a finished basement - wood floors, carpet under the drums, drop ceiling (about 7'6"" high), and I've controlled most reflections around the room with Audimute acoustic blankets and some rockwool acoustic panels. Not the best sounding room, but it's fairly dry and free of reflections. I'm doing my best to do without drum replacement. I really want to try my best to stay away from sampling the snare. The kick is the only thing I'm sampling, as I had tracked the drums with a mic and a trigger track and I like how it's sounding. I'm using samples of the actual kick from the kit. I recorded with a spaced pair overheads (audix adx51's), a mono room mic (akg c2000b), beta 57 snare top, i5 bottom, 57 hi hat mic and akg c1000s ride, audix i5/d2/d4 on toms, and d6 on kick. I've done my best to get phasing between mics all aligned. My mic placements were all textbook and proper. The snare and overheads are probably my biggest issues right now. The problem comes in when I am working with the snare sound. I tuned these drums meticulously - a big pearl vinnie paul sig snare - medium-tight tension - sounds REAL fat and big. I have a pretty good amount of hi hat and other drum bleed in the top snare, even though I used a hypercardiod mic and positioned it as best as I could out of the pickup zone of the hi hat. When I gate/expand the snare, I can get fairly pleasing results - not too choppy, but enough to tame the bleed and leave the sustain of the drum. Occasionally some hi hat and cymbals peek through when they're in unison with the snare, but there's nothing that can really be done about that. When I compress the snare (quite highly, as I need the consistent dynamics for an unsampled snare), I get really unpleasant bleed coming through the gate. It pops through and the only way to get rid of it is to have such a fast closing gate that I lose all tone from the drum and am left with just the transient attack. Plus, using the Dominion transient shaping plugin, I tend to add so much attack that I lose all the body of the drum. Adding any more sustain brings out more bleed. Also, when I go to add some sparkle and clarity to the snare and overheads (eq, harmonic enhancers, etc), it becomes a muddy mess. I'll side chain the snare to the overheads, but it compresses the overheads around the snare hits too much and leaves everything sounding muddy and undefined. I'll use a reference track just so I don't get lost within my own mix, but I can't get anywhere even close to the sparkle and shine of most recordings. Nothing fits together and it's frustrating the hell out of me! I'm gonna do my best to get my best mix down uploaded to here soon, possibly tomorrow, so that it's easier to hear what I'm dealing with. These modern, fat, huge drum sounds seem so unachievable. Something like the sound from The Contortionist () would be amazing... As far as I can tell, the snare seems almost 100% natural. I love this drum sound. I realize that my sound will be individual and replicating a sound is not realistic and not exactly desirable. But I like to base sounds off of something to begin with. Any response would be amazing. I've read through many posts here and I feel like it would be great to get some customized feedback, and not just re-reading the sticky post of the drum recording guide... Thanks!"
3834,"PLEASE PLEASE PLEASE for the LOVE OF GOD search the site before asking questions read this: http://www.ultimatemetal.com/forum/andy-sneap/262441-useful-links-faq-please-read.html If he never answers your questions, it means HE ALREADY ANSWERED THEM! ...sorry but I needed to vent this"
4040,http://dl.getdropbox.com/u/316466/DWtoms.rar I just pulled the best two hits for my needs. Hope you guys dig em. I could upload the raw files if anybody felt the need for it and you could cut them up yourself. And here's the one with 5 toms that I meant to post. http://dl.getdropbox.com/u/316466/5 Toms.rar
2233,"So this kid friended me on Facebook...I accepted the request only because I saw he had a mutual friend...He sends me a message saying that he has been ""using podfarm...because the bands he has been recording are looking for a very tact tone, almost digital."" Is this really happening? I wanna think this guy is on this forum (how else would he know this term), so Chris, I don't mean to be calling you out, but..."
4592,"im just doing some elastic audio quantizing and ive never used the Xfor Plugin, is it generally better than the standard rhythmic, monophonic algorhithms? as ive just put the track into xform mode, and am rendering and its taking a hell of a long time compared to rhythmic!!"
153,"Check out this in depth chat with Andy at wickedworldrecords.com, discussing all aspects of his career from Sabbat to his production work http://www.earache.com/WickedWorld/interview/sneap/sneap.html Plenty of other reviews, interviews and Metal @ http://www.wickedworldrecords.com"
2246,I stumbled upon this today....... First off this is the most epic video i've ever seen and the most epic song. Second does someone recognize the band/song playing? Is it maybe Rhapsody? http://www.netsoc.tcd.ie/~inky/internets/epic_box.swf
3842,"Before this year I never really watched this (past the auditions that is), but I'm really enjoying it now. Some of the performers are just insanely good, but I really like listening to the advice the guests give.. very similar to what most of us here are trying to do when tracking vocals, and some of the techniques and ideas they have are just fantastic, and you can really hear how the influence the end result. But, the Australian public can be pretty fucking retarded too. They voted off this chick, who even after only 2 performances (which were both pitchy, but despite that), may be my favourite female vocalist ever. http://www.australianidol.com.au/vi...0&vxTemplate=AustralianIdol09_IndexPlayer.swf I guess this is kinda off-topic, but the producer-side of it is definitely not. If nothing else, I strongly urge any of you to watch it just to hear what the guests have to say. A lot of it is bullshit, but they had Liza Minelli (who is an awful singer I have to say) on tonight, and goddamn if she didn't bring out the best possible performances in some of them. Her producing techniques are insane and I can only hope to try and apply them when I track vocalists."
1244,"Hey, I was fed up with testing amps etc to programmed drums, so I asked Pete of Alestorm to give me a little jam.... It's nothing spectacular, skins were old (end of session), and it was just an improvised jam, so not much stucture (no vers/chorus or so), it also is an improvised first take, so there are some stick.collision-clicks on some of the fills, other little flaws here and there etc (real drums, just replaced the kick with the kit's own sample), but overall I much perfer this to any programmed drums... unfortunately I don't have the time to come up with a guitar-/bass track for this, so I'd need someone to play some cool rhythm guitar and bass to this. What I need: -2 tracks of rh guits -TIGHT playing -new strings -high quality guitar (!) -high quality DI/recording chain -EMG pickups -down tuning preferred -Palmmutes tight, palm mutes loose (whooom), ringing powerchords, 1-2 fast singlestring licks...well, essentially I'll need a track that shows the different high gain rhythm qualities of amps. -you have to be a good player with good gear! and I'll also need the bassguitar (same criteria, except for the pickups, bartollini etc would be fine, too) so if anyone wants to do both=awesome, if you can do the guitar only it'd be cool if you could write down the tabs so someone else can play bass. the jam is 1:50 long at 170BPM I want to use these for official amp clips etc, so no copyright protected riffs etc of course. in return I'd of course give the drum jam to the forum (as well as the DIs) so that everyone here can use it for comparisons...I think it's time that we replace those overused testclips that have all either programmed drums, or subpar quality DIs or copirighted songs etc.... if you're up for it just reply with your gear and what you wanna play (bass, guitar, both)"
195,"So i've decided to switch career paths and dedicate myself to mastering, I've been in the production/mixing side of things for a bit now. So that being said my mastering portfolio is made up of my own productions so i'm offering 5 free masters to those sneapster mixing engineer's. If your interested send me a PM."
3106,"Hey guys this is my first post. I've been observing the ultimate metal forums for quite a while now.. Some of you guys are gods and I just can't thank all of you enough.. All the free software amps that have been coming out.. HOLY S@%!!!!! Ive been playing guitar for 16 years now. I play in a band that has 6505+ and a 5150 on rythym and the sound you get from these free software amps is so ridiculously close... 8505, that 5150 sounding one are like Deja-Vu. and without a doubt that v30 thing.. That thing is my go-to for chuggy rythym tracks, only question is which impulse.. I dl'd one from somewhere around here.. Really similar to my lead players 4x12 Mesa (1600$) sound but a bit less throaty which I prefer (Less eq = less headaches) (also free).. I honestly run my line 6 pod xt live (500 bucks when I bought it) into my computer in complete bypass mode and use the software I found on this site (free.. ) Also just the information in the stickys made my band sound better over the course of a week.. I really appreciate your guys effort. Anyway. More to the point. Ive been a vocalist for 6-7 years, and I was lucky enough about 4-5 years ago to stumble upon a Urel LA-4 (sexy black death box) and I went thru a differant couple mic preamps thru the years.. Turns out I kinda like cheaper ones. I dont completely squish my vox or distort them.. Just a lil drive, little cut.. In love with that sound.. Its been my sound.. Plus makes the highs in pigsqeels screeee-eee-eee-eam.. So my LA-4 got jacked.. Its gone.. and I have alot of things to spend 700+ dollars on before a new one.. Is there any software compressor/limiters that are similar.. I miss my sound.. dbx is poop. Also any pro tips on mic pres/compressors/anything whatsoever = Also.. If anyone who writes these beautiful guitar amp software is out there listening and isn't too busy writing these brilliant programs for the greater good of music and GUITARISTS everywhere.. Us VOCALISTS need a free plug too! Something that emulates a good metal voiced compressor/limiter and possibly a usable vocal drive/distort.. I was in love with my LA-4 sound.. Thatd be something good to emulate.. Not even sure what top of the line pre amps are.. Expecially for maxing/od. I relied on my LA-4 and the fact that I wasnt doing much to the signal besides leveling and givin some presence.. I am quite fancy with photoshop. And if a good programmer were to do such a feat. I would make the gui graphics for it and put up the webpage for it too and also worship the ground you walk.. tl;dr? :zombie:"
3489,"these were posted a while back with links, anyone know where i can find the post? the links contained snips from every album (single tracks) a very interesting listen that id like to study again YES IVE TRIED THE SHITTY SEARCH FUNCTION ON HERE that's really something we need on this site a decent search facility ridiculous. thanks chaps"
3752,Check it out
4838,"Sorry guys - I posted this to the wrong forum, and I don't think I can delete it. MODS - can you move this to the Rate my Mix board? I've posted a new clip that I'm hoping you can help me out with. Guitars and Bass were recorded direct through a Countryman DI Guitars are quad tracked with Revalver (2x 6505+ w/ Awesometime impulses, 2x ACM900 w/ GuitarHack impulses) Bass is AmpegSVX Drums are mostly SSD3 with a smattering of SD2.0 thrown in. I'm really looking for opinions on how this sounds overall. Weak, boomy, drums too loud, etc. As usual with the clips that I post here, I'm not really looking for a critique on the actual tune. Clip - Mix 1 Thanks as always, Bobby"
1608,I'm soooooo psyched... Flying out to Vancouver in a couple of weeks to meet Randy and start the recording! :hotjump: :hotjump: :hotjump: :hotjump: :hotjump: :hotjump: :hotjump:
2444,"Hello Andy & everyone, I have a question for you! I love the tone the guitar player gets at the end of this vid (at 2:08, when he uses the neck pickup): this is exactly the tone I'm looking for in the lead guitar realm! this reminds me a lot the lead tone that James Murphy and Eric Peterson got on the ""Low"" album, like on this song: don't you think there is a common thing between the two? could you please give me any advice to get a similar tone? to my ears it seems there is some chorus + delay (+ reverb?) added. I think the chorus is the most important... but I can't tell what chorus type it is and what are the settings! please tell me if you know!! thank you very much."
1407,"Just found this and thought it looked sick. Plus good exposure for this CD! We did the album front to back in house....! All real drums in the mix, BTW... I fucking ADORE the vibe they capured via way it was all produced/filmed/set/shot/etc.... fits the mood for this song PERFECT if you watch all the way through. I think that's the EXACT space I had envisioned in my head when mixing this album.... haha... so fucking amazing!"
2632,"Here is the layout, Here is the Room,"
3383,"I remember this was one of the first albums that I was really into for the production, even before I started learning anything about audio. The low end sounds so heavy but tight through nice full range systems with a sub! In the chorus of the title track, it sounds like the bass guitar is causing everything to hit the master compressor and pump at just the right amount. Everything else sounds great to me too, especially for the time. Is anyone else a fan? (of the production, I know the music itself sounds pretty dated)"
1508,Take a view. Many many hours of work and shot in HD. http://youtu.be/V9SEAPXezG8
1105,Deftones frontman Chino Moreno has launched his new project Crosses by giving away a free five track EP. http://www.facebook.com/CrossesMusic
3926,"yo Sturgis, I'm really happy for you, and Imma let you finish...but andy sneap's new megadeth is one of the best mixes of all time...OF ALL TIME!!"
3369,Im sure you guys here have been to plenty of shows and have seen a band play to a projected video or something to that effect. So i was wondering how is it done? the video always is synced to what they are playing in real time. So what program does that? i know they arent watching the video and playing to it. Usually experimental electronic type bands do this but ive seen a couple metal bands do it.
896,"I just recently was thinking what the word 'cut' in relation to EQ meant and what it actually does. When we say a EQ 'boost' it implies a volume increase of something audible, then when we say 'cut' it should mean remove the cut frequencies. So I opened up the built in EQ in cubase 5 and cut the entire frequency spectrum to max but I could still hear the exact same signal as before applying that extreme EQ (it was just softer) so when we say 'cut' a frequency, are we actually just lowering the volume of it, oppose to removing it entirely?"
1433,Right now i use 2 firepods with sx3. I been using this for about 6 years and i wanna upgrade.. So....i seen protools 9.. now im not a huge protools guy but i am curious and its now compatible with my firepod interfaces thats the shit i been waiting for!!! Protools hardware is costly so my draw back was having to grab a new expensive interface and i didnt wanna do that... Anyway should i do the protools upgrade or stick with maybe a newer version of cubase??? Im gonna need a new computer either way
2994,\m/ http://line6.com/podfarm/
